# case	step	relation (explicit) or digest (corpus)
corpus_30_alternate	digest	74 046b04de09f8a919b23a313b7e39d9b7
corpus_31	digest	344 3d78404adb89392a248207f686adea07
corpus_31_alternate	digest	86 6f4b1326d24133a98f0e6aca0910813b
corpus_32	digest	344 9e5e01e85ef529e9cbb16115de92fe4f
corpus_32_alternate	digest	86 2cdc6152d4718f31c1d96b446dfa15bf
corpus_33	digest	392 b47453e6f0980d2cdd1b9f4521b67bab
corpus_33_alternate	digest	98 f069861a200f0b02d5166755fb583e50
corpus_34	digest	392 0bf6058cc663aa3a5cf6e2c82eca63f5
corpus_34_alternate	digest	98 677d6806b7eb4c86cd8bbd9ae6e49b7b
corpus_35	digest	440 53a4879882c84173ee01fe95d355028b
corpus_35_alternate	digest	110 dfaa45f566cf5b38c32d1f3d36be1c44
corpus_36	digest	440 7f4ff2d12ac82ea827543157ea12921b
corpus_36_alternate	digest	110 7f55b13968f4bfbe86146a532e890bf2
corpus_37	digest	488 bf6378cc9aeab37a49f0e5c703e033ad
corpus_37_alternate	digest	122 98f14437fa2d511afc8777639f5d6e20
corpus_38	digest	488 76594233c3f800ce65e85dc6a050e097
corpus_38_alternate	digest	122 5dd5db2717cf13ea2f0d4b967e066705
corpus_39	digest	224 5875685d404827f91031a24fff2bebcd
corpus_39_alternate	digest	56 885697f128ecc3c046126ccc986a51a6
corpus_40	digest	224 1ece6b970a05e7449bdbdad71d61e4f3
corpus_40_alternate	digest	56 495b0da83ce0bb92bc5b4785e4a44c4d
corpus_41	digest	272 513dc56492b5ad16c1790e454afa5529
corpus_41_alternate	digest	68 6def2306298428302bebaa17546aba01
corpus_42	digest	272 ca470c8ac2d3dfbc6274a626fc8d8883
corpus_42_alternate	digest	68 0869fa65f6a4cd9dc76e866d54233369
corpus_43	digest	320 fd6b6910a45682ca6feb078d737a17b3
corpus_43_alternate	digest	80 9173c2738a4ca45fcc00d68631128b73
corpus_44	digest	320 ed1c341143b438e15f1568551f0b83df
corpus_44_alternate	digest	80 9d7235fca1fbef2d66bf17b609314981
corpus_45	digest	368 db95f3e33db4ebb65b93c1cb2a45c237
corpus_45_alternate	digest	92 a5e6f025a62dd17bfe5147cb3aaf8b36
corpus_46	digest	368 61b5f132b7acf98d9720cd0f65d2fd2d
corpus_46_alternate	digest	92 56f25e8b0cb8cf87f185f1bba32f611b
corpus_47	digest	416 76ab6aca93e7641c41eb3f1a35cde53f
corpus_47_alternate	digest	104 ac764d051c2d7f19b1a9021701a05364
corpus_48	digest	416 4d1827bef96663e61d520ee34eee8f71
corpus_48_alternate	digest	104 9cb1b861ca2a022d181eb65a77f32dd8
corpus_49	digest	464 1d774f1ce0ea63c9ea5f2f2f0016ecb5
corpus_49_alternate	digest	116 a5f3666adbe14377d194b6481b7f22a3
corpus_50	digest	464 03a6e926814c9d514af0714158d650e9
corpus_50_alternate	digest	116 9fb8ccc9a022eaf2e241ed36735fe1e7
corpus_51	digest	512 1c182bcbfbfacc20d44bfa5727a5ad03
corpus_51_alternate	digest	128 27ca200b72bdd629dff0f20f8f60db3d
corpus_52	digest	200 fd27db21a9adb032358357cbbbe4bfaf
corpus_52_alternate	digest	50 ad287cc07d942f8afd18b3c4f9927de0
corpus_53	digest	248 61b37801f13c423df5d654af7f9637cd
corpus_53_alternate	digest	62 39b758e6fb1d7052f24e5b9303957c21
corpus_54	digest	248 d3a19e93c2e0c2053b32552c948b915f
corpus_54_alternate	digest	62 7955d1fce1f8fd66e35f7aebc5108948
corpus_55	digest	296 e192ef68ff43699e36bb3b9c29f95f9b
corpus_55_alternate	digest	74 6a8a70eb5a9a0a4b5e4316dc87e64b07
corpus_56	digest	296 939506da5a6b4e50155336930fa6b5eb
corpus_56_alternate	digest	74 b439122fb2c5fe7d3dcdf35fb71ebd84
corpus_57	digest	344 0f6c21b3ca6651476f0b0b70a7103863
corpus_57_alternate	digest	86 e32cdb17483b10ba87a75decb0a10d58
corpus_58	digest	344 f588337d88ba285a0e5f3e9111ebe0db
corpus_58_alternate	digest	86 2a727ad25b860c94a31a9f9839ad1643
corpus_59	digest	392 aea0651aeeb9a7e859f556979962e781
corpus_59_alternate	digest	98 e5204c6ebe314e456a7825761d716893
corpus_60	digest	392 a27d889f98325e65fa8e39a199047cd1
corpus_60_alternate	digest	98 d12ef6b5a72a68f387c9e0eaa1839496
corpus_61	digest	440 67d34ede612ecfe5d3a79da03faf4fdb
corpus_61_alternate	digest	110 5deff1e4881518ff8f15fdc8cb7ae495
corpus_62	digest	440 7719dbdde4eefbcfdb9676ca5a624cf7
corpus_62_alternate	digest	110 dbba695b2a64dc21ca0852e54c23d541
corpus_63	digest	488 97df45c4059bb88ca2de5cf913fa9b37
corpus_63_alternate	digest	122 b3d9f786e0f18cf16b979cbe0a6527f6
corpus_64	digest	488 fa38a73bcd78b7e80cb3b1f4b0742335
corpus_64_alternate	digest	122 3d46eff00328ff22fe33636f60757974
corpus_65	digest	224 739dd9a2f7cc6f2bbe4982aa6db12669
corpus_65_alternate	digest	56 12a212fa759e105d3c99d3a396fe6b7e
corpus_66	digest	224 acde01d041cf84b63054c91f3b92335f
corpus_66_alternate	digest	56 edfe954f0a4a223a40bb380ab906bfeb
corpus_67	digest	272 9b46e1268761944a8c61bbdff8f3fd57
corpus_67_alternate	digest	68 c066d69b6f48d8bb5f4340757519ff98
corpus_68	digest	272 f509b78ddb87ca00c7bd5fe093001709
corpus_68_alternate	digest	68 de45f2629583a5a373475cfe06c6f980
corpus_69	digest	320 b14ae00573d46f8064b51ce557c161b3
corpus_69_alternate	digest	80 612bb2dd5ee5e4e0ea7a5560397a687f
corpus_70	digest	320 94e7083d60b7aca464e0b9755b0e0479
corpus_70_alternate	digest	80 11149586c9c7c3a7f86460b52c821498
corpus_71	digest	368 51a88deff3dbfdb5b95a0d036c440ae7
corpus_71_alternate	digest	92 56f7d7c350306ce35e6b0010599babc1
corpus_72	digest	368 0237dac24457d437938f6bf0b9041755
corpus_72_alternate	digest	92 b8f1f340a778edfe7d5497f4f77d275e
corpus_73	digest	416 fd4b7fbfadeb5104f9002c52510e20c1
corpus_73_alternate	digest	104 025e29be55dd4dff633427b702f7c971
corpus_74	digest	416 76c6e191290ddf5b0d59f57eb4f58fe3
corpus_74_alternate	digest	104 5bbad15d472f838420093c4801479779
corpus_75	digest	464 fb45157ff08d37d6bf8cf61e6585daa3
corpus_75_alternate	digest	116 b5affbf62978299bb0b6b36913f0ae21
corpus_76	digest	464 546dae0ea7fdce63bbba68ef00a5c693
corpus_76_alternate	digest	116 478decacc62b1084c4cb33df5606a8e7
corpus_77	digest	512 7c37f9e7e1befdd3dea71644af75d43f
corpus_77_alternate	digest	128 54714e4a1f1b45491c1aabf0d09db54a
corpus_78	digest	200 2689432f7ac8895de954e7d10328f197
corpus_78_alternate	digest	50 96c614d46a254db8865c85482b61a435
corpus_79	digest	248 eace823dc738719efeebb58dedf8f80f
corpus_79_alternate	digest	62 eb8e0e23d0561e198f49c334f2fdf2e1
corpus_80	digest	248 0f968b057f12270765843c5f4db4ba5f
corpus_80_alternate	digest	62 df22cfacc9d5ed464690a866af0b2e56
corpus_81	digest	296 7b2493443c28f1d1280886ebc8f6158f
corpus_81_alternate	digest	74 b07868f17bffdededd7748b91258b47e
corpus_82	digest	296 be3914937b400455574173bcb64663d5
corpus_82_alternate	digest	74 2dcbc8938252d624deae25fd036f3b40
corpus_83	digest	344 83c1f7bb4202bf293eb2495dd4bd4c9b
corpus_83_alternate	digest	86 692ee289df85e3ea5171879bb2ec306f
corpus_84	digest	344 5456f47e58c422a8b141c7a6b77c64eb
corpus_84_alternate	digest	86 cad65170941232fcb5eeaa1e071a5802
corpus_85	digest	392 3c6a6f7b3d23662bab9a48ce373ffa6b
corpus_85_alternate	digest	98 3afd97d6684d51f06658aa4bb4ab6bb5
corpus_86	digest	392 90b61dec8c2c08656206cd4e0affa5a9
corpus_86_alternate	digest	98 e950593c3ef9805a8d784784973a0c76
corpus_87	digest	440 9187cea541749b5e8441d04485e439bb
corpus_87_alternate	digest	110 783b655449d9f4025a26dec278b89f2d
corpus_88	digest	440 307478ccbe05cd1ca543c9add0f05e4d
corpus_88_alternate	digest	110 e678da503c4d37fe89dcb44b829ff0df
corpus_89	digest	488 7f0f7fb54931e0e0b9153e0b0c40108b
corpus_89_alternate	digest	122 134de09a3ba1e8756b3d2ece03e99634
corpus_90	digest	488 4e9372814ae7ce8b1cab9eb37353bc4b
corpus_90_alternate	digest	122 5ef80ada071ef7d1a8aa8c4d81656fb5
corpus_91	digest	224 c28bdab2aef260bc533807ad9b773465
corpus_91_alternate	digest	56 e532b244d1c3d37855eb50be16fe7044
corpus_92	digest	224 c961a473af3736dea035612658c974b7
corpus_92_alternate	digest	56 8ff33ca622ab0a5ce95b347401062faf
corpus_93	digest	272 ea1e2fd960216aa32349046211cf1db7
corpus_93_alternate	digest	68 a16e631a6d4549d9b0257e78960e2b7e
corpus_94	digest	272 384f44c4a675b5755aadd760e4eba523
corpus_94_alternate	digest	68 76c7a0cee6eeae5ac50ef8e509788e50
corpus_95	digest	320 f12e87d866039b4b2554534f434aafa9
corpus_95_alternate	digest	80 cf0c61efbbdd0c2de0c3621d1e8dd97f
corpus_96	digest	320 1f9dbe716294793dbba778e827bd1155
corpus_96_alternate	digest	80 3c7b22582c048835047063321f36ae6f
corpus_97	digest	368 85637c86c5fce6bc7927ed8e92255bdb
corpus_97_alternate	digest	92 4a3843a0de10bfb73f9048d69d3e1e3f
corpus_98	digest	368 0703a3ff3dc5dae061a421fd86750fcb
corpus_98_alternate	digest	92 988a6fa94d40e662ca2d39893754c929
corpus_99	digest	416 7fdd9ab0a6fdfbbc9c8d6d07ecfb4f1b
corpus_99_alternate	digest	104 ce149c4c64638eae2f31305f71b03e29
corpus_100	digest	416 59e681ebd7cef66827318ba4f89695a7
corpus_100_alternate	digest	104 9130f1c5960a20ed11c39efd6d5a2835
corpus_101	digest	464 4412f9e36f2398bad13f420023208d19
corpus_101_alternate	digest	116 9811dd5e751cfffa9ddf23d33f164f3e
corpus_102	digest	464 1f378145249ba2727ffe16a81ff06077
corpus_102_alternate	digest	116 289d13b5c6ef453175edde42f5a60b6b
corpus_103	digest	512 e70c2a413036613e577b08bd556616d1
corpus_103_alternate	digest	128 ee07443ec76934c3b6a372582a30b455
corpus_104	digest	200 4911509c60259a007cb1f700a6dcfcdf
corpus_104_alternate	digest	50 ffdd3240b089d3d1f5f911ebcbbf3f29
corpus_105	digest	248 e7f2889f5ad966ab6955f3440d88a109
corpus_105_alternate	digest	62 94e52296e7ba6340c21531de97b3ed2b
corpus_106	digest	248 5b3b6bccd447e5258ce9ffb041b529f7
corpus_106_alternate	digest	62 93c514db695b9b589a1378493d8b7b87
corpus_107	digest	296 4b5daa8072a452aa44cf143123fa698b
corpus_107_alternate	digest	74 09312120f72a3edafa7c51a84531aaa8
corpus_108	digest	296 c0045a13196e52bfa25dc01431413d55
corpus_108_alternate	digest	74 46d3c19b7fc486547749507acdb51592
corpus_109	digest	344 4b23edbb158f6474e054712222a0192b
corpus_109_alternate	digest	86 cf1c506132407afcf98b6ce5048d32a5
corpus_110	digest	344 00c94f807d006150f6ec172aa3281e77
corpus_110_alternate	digest	86 8dc9e10e0f28f7a5e7250e5f064570b6
corpus_111	digest	392 a0b9bc4fbfa1ff1a7844538b3b1001c3
corpus_111_alternate	digest	98 bedc52462d54241483f973dbe96cd278
corpus_112	digest	392 f924bec5355221aaa8234cd4b1b8bbff
corpus_112_alternate	digest	98 e3987e60db64a4881ed81eed3bc856cb
corpus_113	digest	440 49a97dafc5475ae0a9b492d7b5fa6e91
corpus_113_alternate	digest	110 3c5a04e368cff0ee1117ef78a4743b1f
corpus_114	digest	440 652230f3c33aa73654aafc3cd1e2a42b
corpus_114_alternate	digest	110 3dc5436b3dca7e5dc566339cac6d6495
corpus_115	digest	488 9ea0dce797e38dea35c1f2ef323f7765
corpus_115_alternate	digest	122 90c6c1af9a2e420125f9771bf285c295
corpus_116	digest	488 d659f5a01b2415b92c5126d286dab50b
corpus_116_alternate	digest	122 a96cec84367cea77189dbe3bd6f46faf
corpus_117	digest	224 07537713f4f1e93d11ab7e2911ffe8bb
corpus_117_alternate	digest	56 4bca3c991e8dc79b4e6fa2506226e935
corpus_118	digest	224 9aa6ae7558603905e88ffe4c420e200f
corpus_118_alternate	digest	56 bb853b228e5806509e807d09fcf40a0f
corpus_119	digest	272 2db44a9c1047aa75fefb856e7a37dbaf
corpus_119_alternate	digest	68 7753f97dfa0355c265fcaf4459d60300
corpus_120	digest	272 992e8b3afab0cbb8f00f339324eb5287
corpus_120_alternate	digest	68 08661ff3428639b149f442ee6517baf9
corpus_121	digest	320 1ed19ca3609efb6bcef2fafb1c8c6cc1
corpus_121_alternate	digest	80 fecace0e66d96d868cd6e522a7a11b00
corpus_122	digest	320 a24204316a1ed21cf9c6d66b1ea0230b
corpus_122_alternate	digest	80 84880c7c815a985b4c95e54c1e54e5e3
corpus_123	digest	368 ebd0294db47b0f60b5942d87383fbb0f
corpus_123_alternate	digest	92 9518fce489597fd6d66387dff3eba86c
corpus_124	digest	368 afe52c944a3e1de1b75a3746ea4c3fb1
corpus_124_alternate	digest	92 df4bc6b3c2b060d9055a84aa0763e1eb
corpus_125	digest	416 8c1f9202e529efa0e424029d8e34b85d
corpus_125_alternate	digest	104 e1de824a38b90842f4a51783e28c4bd8
corpus_126	digest	416 cab1acff23bc5e5f2a8b42d27f3e9b53
corpus_126_alternate	digest	104 860d20ca6c31c2a34783a55c3f342134
corpus_127	digest	464 80beecd35d38fc66cf1ea1708ce7c0d9
corpus_127_alternate	digest	116 d71f708bb27f95472db13f34504075d6
corpus_128	digest	464 295b39c400468d698d18860e9b71665d
corpus_128_alternate	digest	116 71860f32123767a10b8b1c3da359fb12
corpus_129	digest	512 1b7d170b084d645a5e55a7bf7c0b3a77
corpus_129_alternate	digest	128 13a20d22d9a20042c1a6214c3eb79119
corpus_130	digest	200 d1f6c51edc97742dd24a582a209e7249
corpus_130_alternate	digest	50 12d7e30e228a701b42037f9b5a8e1f6f
corpus_131	digest	248 3c4d764172da6bd90e10201dd9595ee5
corpus_131_alternate	digest	62 e5c29f3aadc53c471a802131da00de16
corpus_132	digest	248 1d0433d1baccd11df620ea7a7f001a65
corpus_132_alternate	digest	62 a217891a0c49df68befc544f5658d38b
corpus_133	digest	296 615d207495a9b647e7cba46b2ff5e8a3
corpus_133_alternate	digest	74 dd48695469449b5a1300521b5e68611b
corpus_134	digest	296 e85687e86b87cc392094d570c3b877cf
corpus_134_alternate	digest	74 4ca45069f8f87a711854c07b6f49a0fe
corpus_135	digest	344 40862bf46cd685eac5fc239c0d908fc1
corpus_135_alternate	digest	86 2e75c210672f3bf06da4b158894ae594
corpus_136	digest	344 33a978e445183ef9ebc955adca6b509f
corpus_136_alternate	digest	86 271076a367306959c69771af7470e7f1
corpus_137	digest	392 7b3d8bd179166c49639cce0a1510f3bd
corpus_137_alternate	digest	98 f9aa9d59b4ff978591e7cce3ddf20c52
corpus_138	digest	392 0e59a68f4c0e605bd5ed04f6815cd683
corpus_138_alternate	digest	98 fa4f2a17b35a0139c7f3a0e708852772
corpus_139	digest	440 381ccd4830a80ae1b444c3ee27c0a0ed
corpus_139_alternate	digest	110 2748ca05f82691067b463f69dd666aac
corpus_140	digest	440 a30fd7bcdfe2989b224f3ff87ab051eb
corpus_140_alternate	digest	110 7cdfa8ac3eeec38d7dc5d2070e68ee59
corpus_141	digest	488 2b971ecfced24df5232a3a150ba9e74b
corpus_141_alternate	digest	122 f66edc543e40d5ada7249a0fdeaa5d35
corpus_142	digest	488 fb20bae9fdd1aa07fd25cc1e9f2b3521
corpus_142_alternate	digest	122 899d385509fe0bd698c0bfd061247aa3
corpus_143	digest	224 85fcd762ac6f4a52df392232fd875795
corpus_143_alternate	digest	56 023de48289b2ea78e39af0af9470e0f0
corpus_144	digest	224 30084c12265d4d04d677e293c32dc1c9
corpus_144_alternate	digest	56 eee75edb2bbe9f9cae28fd4cf0841a3a
corpus_145	digest	272 ca6f0168db5dad1556522f9b43be3dd7
corpus_145_alternate	digest	68 935dd1741e4f261b1219cbb88b906736
corpus_146	digest	272 2837e362fd7e96a8983218c529ec9bf5
corpus_146_alternate	digest	68 54d1bfec19212ce48a5cf8cec0c7acbc
corpus_147	digest	320 3f77e38e28abc4d941280fe5a88e06dd
corpus_147_alternate	digest	80 5eaf7f39e0fb82b5ae41965cf8c6e62b
corpus_148	digest	320 5e3343a5cd72d21487587a6ca1244653
corpus_148_alternate	digest	80 a18fca35070cc22ed9b1697b3ec3dcd3
corpus_149	digest	368 236fe4361e2b3e2c6afa7f70d72c25a3
corpus_149_alternate	digest	92 8d4c2330b9c635082503a19dbea49dda
corpus_150	digest	368 fd3a413b43c28a78c93c35c8014052d3
corpus_150_alternate	digest	92 c90675f0c45f5d55a4b07d4e266b4f85
corpus_151	digest	416 8689dae8c3117910bdeca36c8e3e5ebb
corpus_151_alternate	digest	104 5fd1d45ec55025ab009a19b822ff783f
corpus_152	digest	416 b457e76b17a9e998de34cc3084bd006b
corpus_152_alternate	digest	104 8b45c39935cadc04ca017bedcd19069a
corpus_153	digest	464 05cbecd3f398958d55cd488f9f0ca541
corpus_153_alternate	digest	116 aa3ef02fa00b5f654ab69466cee7271e
corpus_154	digest	464 4100b9d16b3ed824d61d177f8d5ea8cd
corpus_154_alternate	digest	116 2905ea40e215e844801abec0e0f13faa
corpus_155	digest	512 ae8ec9d19204f7fb38f6bc0c48b66f7d
corpus_155_alternate	digest	128 a1568a4a53c950d77a9ddaa8a28d050b
corpus_156	digest	200 9c02276a06dc8de6145f06d415e71461
corpus_156_alternate	digest	50 92f803bbb4480625cab5aa20f73b91b5
corpus_157	digest	248 6c37cdf9ba8ec004092b90b5e1832e8b
corpus_157_alternate	digest	62 a6710060584f77655b24c7dfaa6867f1
corpus_158	digest	248 debc6570a736da43fa0dd04c0cb68507
corpus_158_alternate	digest	62 8d8ec6d2a764729d60ad86e859bd24cd
corpus_159	digest	296 be4f3c372790957f1d1e5913ed38f2f3
corpus_159_alternate	digest	74 4795cd309147f7a469b61dceb4a83848
corpus_160	digest	296 5414aad2dc375552cad7cd81ecd0c6bf
corpus_160_alternate	digest	74 f79639208a740a13d9c69045a7cb429e
corpus_161	digest	344 f979f06806c3d7ff9bd9aa680ff76de9
corpus_161_alternate	digest	86 e50746db60c72dbcabe1b2dda37698f6
corpus_162	digest	344 144c4a4eba3af8316f8b1db46669fa81
corpus_162_alternate	digest	86 736bcf117e43167a3daec5779470f6d5
corpus_163	digest	392 b0d74981722b933ad4e0efb107114e05
corpus_163_alternate	digest	98 6f0f6ef9521e1f3382178adf040f6c0f
corpus_164	digest	392 2b84b1e41374d9a10ff866b4cef42b69
corpus_164_alternate	digest	98 0fd5ba564db9d363316b62caab4339d9
corpus_165	digest	440 2269354102f878d3bb04f3ac2b4a5dc9
corpus_165_alternate	digest	110 e5f9eccc0aa4a4380a05b25a2987255a
corpus_166	digest	440 a31082c7ddbb7ad87da1f00916903e9d
corpus_166_alternate	digest	110 b8b7c737ec1b32ef034a524e420fb930
corpus_167	digest	488 8387937ceea5418cc65ca74652c2061d
corpus_167_alternate	digest	122 0534b3ab94f88e7c9c95c485e7d27626
corpus_168	digest	488 a7ea0491ff47a1aeae25be21e0d7cf8f
corpus_168_alternate	digest	122 4609081548ffb58cca55000294f65660
corpus_169	digest	224 a4609ea6c731b37b22a2d70fd35fda11
corpus_169_alternate	digest	56 07e8ca80155d3876d6971ac65b034613
corpus_170	digest	224 70f3350cbfa8b2dea6cc07a8ccefb7ab
corpus_170_alternate	digest	56 c275c37aa9727e6d9c60ded05559cb72
corpus_171	digest	272 357226fbc652b6721c7462531c312551
corpus_171_alternate	digest	68 8b6afd16eae7b9f7d93cb24e3581caf3
corpus_172	digest	272 c767ce0bcafb83d2c6ca7cbfabe0b583
corpus_172_alternate	digest	68 fb6a2a05e93707c7c3c7b451ce3b758d
corpus_173	digest	320 c3775864adbf6e615b3083cf5c531cc5
corpus_173_alternate	digest	80 c201fe7fdabf3686b313e5c158c1f7be
corpus_174	digest	320 a0264a316c358c49ece6415b514639df
corpus_174_alternate	digest	80 4fb3314e73cd026be3cde027d3367b89
corpus_175	digest	368 ebb8b1b0807fc28f0d9afa98b080f83f
corpus_175_alternate	digest	92 c90c9a6ac5bcd931ca4202a2f23f2e93
corpus_176	digest	368 e47b3baaf3f1667803490ae4d3b79fb9
corpus_176_alternate	digest	92 3839aa5ad1fd641d5fc5a1a142821ccf
corpus_177	digest	416 b36e545a0d924dfcd9e651617cd59cb5
corpus_177_alternate	digest	104 36e3326020106e25e6f2687abe6a88d3
corpus_178	digest	416 2d6da4cf86d1078d9c2606c3e7e662d3
corpus_178_alternate	digest	104 a2276667b670a2fe8fcb2c850905e564
corpus_179	digest	464 e0efc329d6ea1e40786024a38f50815b
corpus_179_alternate	digest	116 0e750979050b27db94388a16974fe5c6
corpus_180	digest	464 0d8ae19b7288ed1a35eb7647c5a0a491
corpus_180_alternate	digest	116 d03854d27129f07759f1163a93f4f311
corpus_181	digest	512 d25ec18df3616c43a498f661c0dc8651
corpus_181_alternate	digest	128 c64d79de4b5c7911a0e01850acca401f
corpus_182	digest	200 1eda0d764e99dbac8eb1753998dadfb9
corpus_182_alternate	digest	50 1df2ded4d2634fbf9aacf337cdb6bf93
corpus_183	digest	248 b76d9690a7bba05a831157c665f068c9
corpus_183_alternate	digest	62 e3d61c5970607a14bba0270faa6929d3
corpus_184	digest	248 ad19e11ad7106b1e7690b007dfab9df7
corpus_184_alternate	digest	62 3e7ec11cec3ebd543abf2840136f2e40
corpus_185	digest	296 dfba1bd2ed8792e3889bd2cee9a39ddf
corpus_185_alternate	digest	74 66899d4a4de387539eefcfd5cd3dab44
corpus_186	digest	296 980106cf73c8976162f0ce4ef56690cd
corpus_186_alternate	digest	74 8f6789632eddd0d7b8e663018fc3dc70
corpus_187	digest	344 1718c1ae7245101cafb955c239c77883
corpus_187_alternate	digest	86 19854bc8d8d71d0216b1c0a107bfe573
corpus_188	digest	344 5d2695263e0b586f29bbe8af37426dd3
corpus_188_alternate	digest	86 6126916c02ff7bff6cfe0155404af938
corpus_189	digest	392 1386c159309ca0e8b3e0cc5cf27767b7
corpus_189_alternate	digest	98 bf98bfd5ece9747897615637e83bc64a
corpus_190	digest	392 9a6523d0de5e8caa3e4ba63007e64d1f
corpus_190_alternate	digest	98 20a0d42d87f6491384796b10e4d90b7e
corpus_191	digest	440 30a94fd31a9825aaf6c16089e2a3cdfb
corpus_191_alternate	digest	110 d6006dbdcb29b6a5d5c67c5306301b94
corpus_192	digest	440 247ec0370865a7f0af82865b8eeb848b
corpus_192_alternate	digest	110 7ce7dcfec2b4dc3a7134161f72c2b5dc
corpus_193	digest	488 5d3e998e9c58ad00496545e925f5f84f
corpus_193_alternate	digest	122 0df0e755bf4f3ca21dc1da11ac13ea1b
corpus_194	digest	488 a8752f76345827db45dccc577a23a845
corpus_194_alternate	digest	122 b38442a457bea7315f28bc4801d884db
corpus_195	digest	224 efa25fe82ae35ed2213d9f32db258947
corpus_195_alternate	digest	56 7c2b4b48dacbed770d55cdda7d3084e8
corpus_196	digest	224 980dd3d92481a589142054f76ce9e4db
corpus_196_alternate	digest	56 c2264c7ec403e152e3e034b644148a09
corpus_197	digest	272 c81f803eaa7e10a75ff73346cefdc70d
corpus_197_alternate	digest	68 f37b7f651d154fc8905dc3df2d1e8ba1
corpus_198	digest	272 6bd3f2e66f611e846c6d1aa1b4564ba3
corpus_198_alternate	digest	68 c50b035c4c5aa2e449189cfba6ba5835
corpus_199	digest	320 8d75a36ed2318f4278c5e6e48561cf2f
corpus_199_alternate	digest	80 613aa6d01fbcec01bf2e8c0038075009
corpus_200	digest	320 4e5958e13f9f705c511243ee11402c21
corpus_200_alternate	digest	80 bf8897c87d07767e3bbde66bc47e82ce
corpus_201	digest	368 6852a0b851a6205799b315251b1d0dcf
corpus_201_alternate	digest	92 5dfae33d80bd9fbbfb664cfc16495880
corpus_202	digest	368 7ad0d943bbe2511ee34e27f4f1139da9
corpus_202_alternate	digest	92 6189e82a110852b13603505d3052bf35
corpus_203	digest	416 35981032f8606a9d22280fb5aa7a9ba7
corpus_203_alternate	digest	104 e730a8688ba2f48d4a82ef817e46eac2
corpus_204	digest	416 19acfeb601ea21cbca71e4f74696f007
corpus_204_alternate	digest	104 51b987bc88d57b92c8f8816da420978a
corpus_205	digest	464 1583304d174cb9a0806797008963a38d
corpus_205_alternate	digest	116 bede8396b9c6373e27b89887da849bc5
corpus_206	digest	464 e0c75bdccd3dfb27077e06ae05b89f11
corpus_206_alternate	digest	116 8f9568cac4c39b96935a8c382722a1a2
corpus_207	digest	512 4bbe9c19ca546e6244ca8e6c247d5583
corpus_207_alternate	digest	128 02ea0705f971cdb1a1667ada0e62dbc9
corpus_208	digest	200 d2254f0b5e42de799e57e8c2522973b5
corpus_208_alternate	digest	50 fde344ceaf7d1e29816dbec0b9b8fcdb
corpus_209	digest	248 6d711b287b6fc1703f8185daf05f6aa1
corpus_209_alternate	digest	62 1d5030a1d846f4e3ede681e8406ced7a
corpus_210	digest	248 ae2ec6bc0268f929e9133d960cc26313
corpus_210_alternate	digest	62 700ea44128c5ab272d8e616bfaa8df9a
corpus_211	digest	296 31a0d2f779863023ae9c912cf1175b1f
corpus_211_alternate	digest	74 ff1da35c38c17c68d4c64a4fc16c144c
corpus_212	digest	296 cf8d5f3d6d5de80d81eaed560d20771f
corpus_212_alternate	digest	74 30d657b923a516321ca55badab77c6d5
corpus_213	digest	344 6b4aa878411f296e6466eefa417dc9b7
corpus_213_alternate	digest	86 306a8f55d7eaa97abb81aa6ae62ed626
corpus_214	digest	344 aa5494e5b68f9d0c641565ab9253dda5
corpus_214_alternate	digest	86 036289b88ae2828090e653e16ab2dcb8
corpus_215	digest	392 5a8813bc3b9716b6618853e8bfc516d5
corpus_215_alternate	digest	98 0e6f5c79d6e2a9ddb80b389e1ea5fbe2
corpus_216	digest	392 cfec95f94ee6cf88593dcc8fb0fbf10d
corpus_216_alternate	digest	98 d2da82a55b5dd35fd496d0ebedde2278
corpus_217	digest	440 e59579b0851bf7a2468907e202af8bbb
corpus_217_alternate	digest	110 d420c5b47b6d01bc31fbd568a8bd0b77
corpus_218	digest	440 aadbb5568c7bf267505c724fc6bc77c3
corpus_218_alternate	digest	110 0e69c6056e5f1904ae300d48df53faf5
corpus_219	digest	488 f81f4f5338ebb293e0f39677b1150d1d
corpus_219_alternate	digest	122 05b1f54f15ce53ce488a773e01e5bedb
corpus_220	digest	488 14fc567c5bf2ffb3d66d9d57d6c7d38b
corpus_220_alternate	digest	122 39a9c39b720588e7cbc631b722750c67
corpus_221	digest	224 cdca3be28591db1145ac84904d53ac95
corpus_221_alternate	digest	56 21372f515550867f48da81af3f775583
corpus_222	digest	224 ef40cac05519515b09c24e705266672d
corpus_222_alternate	digest	56 87c1b0240e65546631f259c756203eda
corpus_223	digest	272 60bfaac24727b442fc5dddfa02d66d6f
corpus_223_alternate	digest	68 0a3f31f3817ab6433454c9344ef83fc6
corpus_224	digest	272 05b6dcf8fb28dc20f1cc1b5b3d3a6287
corpus_224_alternate	digest	68 6e74d46f30fadd0e3908f3d54bfd2fbf
corpus_225	digest	320 0bfb66b40bcc847ba69c50e75f93d581
corpus_225_alternate	digest	80 fccabdd1906194b4e990f0a08eb9b6fd
corpus_226	digest	320 2e7724be47c98c78a71c861e880065ab
corpus_226_alternate	digest	80 c01fbdd2d29db0a9acb33bcf625871c9
corpus_227	digest	368 5e95e3cea901451aa68ae766afe98d9d
corpus_227_alternate	digest	92 4c52ec2dd52a04da338ee11d9037b74a
